TAZ,STATE,COUNTY,DMA,STL_Zone,region,CBM_Ext
8655,Florida,Jackson,1,74,1_Northwest,11530
8693,Florida,Holmes,1,70,1_Northwest,11525
8397,Florida,Okaloosa,1,114,1_Northwest,11515
8395,Florida,Okaloosa,1,114,1_Northwest,11511
8398,Florida,Okaloosa,1,114,1_Northwest,11515
8393,Florida,Okaloosa,1,114,1_Northwest,11511
8299,Florida,Escambia,1,40,1_Northwest,11505
8526,Florida,Washington,1,163,1_Northwest,11525
8399,Florida,Okaloosa,1,114,1_Northwest,11515
8530,Florida,Washington,1,163,1_Northwest,11525
8656,Florida,Jackson,1,74,1_Northwest,11530
8658,Florida,Jackson,1,74,1_Northwest,11530
8692,Florida,Holmes,1,70,1_Northwest,11525
8529,Florida,Washington,1,163,1_Northwest,11525
8402,Florida,Okaloosa,1,114,1_Northwest,11515
8403,Florida,Okaloosa,1,114,1_Northwest,11515
8657,Florida,Jackson,1,74,1_Northwest,11529
8298,Florida,Escambia,1,40,1_Northwest,11509
8404,Florida,Okaloosa,1,114,1_Northwest,11515
8407,Florida,Okaloosa,1,114,1_Northwest,11515
8408,Florida,Okaloosa,1,114,1_Northwest,11515
8654,Florida,Jackson,1,74,1_Northwest,11530
8400,Florida,Okaloosa,1,113,1_Northwest,11511
8695,Florida,Holmes,1,70,1_Northwest,11525
8111,Florida,Walton,1,161,1_Northwest,11520
8405,Florida,Okaloosa,1,113,1_Northwest,11515
8409,Florida,Okaloosa,1,114,1_Northwest,11515
8696,Florida,Holmes,1,70,1_Northwest,11525
8480,Florida,Santa Rosa,1,138,1_Northwest,11511
8694,Florida,Holmes,1,69,1_Northwest,11520
8531,Florida,Washington,1,163,1_Northwest,11529
8533,Florida,Washington,1,163,1_Northwest,11529
8412,Florida,Okaloosa,1,114,1_Northwest,11515
8416,Florida,Okaloosa,1,114,1_Northwest,11515
8112,Florida,Walton,1,161,1_Northwest,11520
8411,Florida,Okaloosa,1,113,1_Northwest,11515
8406,Florida,Okaloosa,1,113,1_Northwest,11511
8413,Florida,Okaloosa,1,114,1_Northwest,11515
8482,Florida,Santa Rosa,1,138,1_Northwest,11509
8301,Florida,Escambia,1,40,1_Northwest,11509
8481,Florida,Santa Rosa,1,138,1_Northwest,11511
8699,Florida,Holmes,1,70,1_Northwest,11525
8660,Florida,Jackson,1,74,1_Northwest,11530
8300,Florida,Escambia,1,39,1_Northwest,11507
8698,Florida,Holmes,1,69,1_Northwest,11520
8697,Florida,Holmes,1,69,1_Northwest,11520
8659,Florida,Jackson,1,74,1_Northwest,11530
8700,Florida,Holmes,1,70,1_Northwest,11525
8115,Florida,Walton,1,160,1_Northwest,11520
8418,Florida,Okaloosa,1,114,1_Northwest,11515
8410,Florida,Okaloosa,1,113,1_Northwest,11511
8663,Florida,Jackson,1,74,1_Northwest,11529
8116,Florida,Walton,1,160,1_Northwest,11515
8667,Florida,Jackson,1,74,1_Northwest,11529
8662,Florida,Jackson,1,74,1_Northwest,11530
8666,Florida,Jackson,1,74,1_Northwest,11529
8417,Florida,Okaloosa,1,113,1_Northwest,11511
8485,Florida,Santa Rosa,1,137,1_Northwest,11511
8665,Florida,Jackson,1,74,1_Northwest,11529
8117,Florida,Walton,1,160,1_Northwest,11520
8484,Florida,Santa Rosa,1,137,1_Northwest,11509
8668,Florida,Jackson,1,74,1_Northwest,11530
8483,Florida,Santa Rosa,1,138,1_Northwest,11511
8419,Florida,Okaloosa,1,113,1_Northwest,11515
8705,Florida,Holmes,1,70,1_Northwest,11525
8120,Florida,Walton,1,160,1_Northwest,11515
8422,Florida,Okaloosa,1,113,1_Northwest,11515
8704,Florida,Holmes,1,69,1_Northwest,11520
8118,Florida,Walton,1,160,1_Northwest,11515
8671,Florida,Jackson,1,74,1_Northwest,11529
8670,Florida,Jackson,1,74,1_Northwest,11529
8421,Florida,Okaloosa,1,113,1_Northwest,11515
8672,Florida,Jackson,1,74,1_Northwest,11530
8673,Florida,Jackson,1,74,1_Northwest,11530
8703,Florida,Holmes,1,70,1_Northwest,11520
8489,Florida,Santa Rosa,1,137,1_Northwest,11509
8676,Florida,Jackson,1,74,1_Northwest,11529
8707,Florida,Holmes,1,70,1_Northwest,11525
8675,Florida,Jackson,1,74,1_Northwest,11529
8706,Florida,Holmes,1,70,1_Northwest,11525
8664,Florida,Jackson,1,74,1_Northwest,11530
8674,Florida,Jackson,1,74,1_Northwest,11530
8119,Florida,Walton,1,160,1_Northwest,11520
8488,Florida,Santa Rosa,1,137,1_Northwest,11511
8677,Florida,Jackson,1,74,1_Northwest,11525
8424,Florida,Okaloosa,1,113,1_Northwest,11515
8420,Florida,Okaloosa,1,113,1_Northwest,11515
8487,Florida,Santa Rosa,1,137,1_Northwest,11511
8423,Florida,Okaloosa,1,113,1_Northwest,11515
8708,Florida,Holmes,1,70,1_Northwest,11525
8678,Florida,Jackson,1,74,1_Northwest,11529
8709,Florida,Holmes,1,69,1_Northwest,11520
8302,Florida,Escambia,1,39,1_Northwest,11507
8710,Florida,Holmes,1,70,1_Northwest,11525
8122,Florida,Walton,1,160,1_Northwest,11520
8303,Florida,Escambia,1,39,1_Northwest,11507
8681,Florida,Jackson,1,74,1_Northwest,11530
8679,Florida,Jackson,1,74,1_Northwest,11529
8683,Florida,Jackson,1,74,1_Northwest,11529
8711,Florida,Holmes,1,69,1_Northwest,11520
8682,Florida,Jackson,1,74,1_Northwest,11529
8305,Florida,Escambia,1,39,1_Northwest,11507
8715,Florida,Holmes,1,70,1_Northwest,11529
8713,Florida,Holmes,1,69,1_Northwest,11520
8714,Florida,Holmes,1,70,1_Northwest,11525
8124,Florida,Walton,1,160,1_Northwest,11520
8123,Florida,Walton,1,160,1_Northwest,11515
8125,Florida,Walton,1,160,1_Northwest,11515
8718,Florida,Holmes,1,70,1_Northwest,11525
8426,Florida,Okaloosa,1,112,1_Northwest,11515
8427,Florida,Okaloosa,1,112,1_Northwest,11515
8428,Florida,Okaloosa,1,112,1_Northwest,11515
8716,Florida,Holmes,1,70,1_Northwest,11525
8719,Florida,Holmes,1,70,1_Northwest,11525
8712,Florida,Holmes,1,70,1_Northwest,11525
8717,Florida,Holmes,1,69,1_Northwest,11520
8721,Florida,Holmes,1,69,1_Northwest,11520
8720,Florida,Holmes,1,69,1_Northwest,11520
8127,Florida,Walton,1,160,1_Northwest,11520
8121,Florida,Walton,1,160,1_Northwest,11515
8126,Florida,Walton,1,160,1_Northwest,11515
8491,Florida,Santa Rosa,1,137,1_Northwest,11509
8128,Florida,Walton,1,160,1_Northwest,11515
8129,Florida,Walton,1,160,1_Northwest,11515
8309,Florida,Escambia,1,39,1_Northwest,11509
8430,Florida,Okaloosa,1,112,1_Northwest,11515
8486,Florida,Santa Rosa,1,137,1_Northwest,11509
8429,Florida,Okaloosa,1,112,1_Northwest,11515
8307,Florida,Escambia,1,39,1_Northwest,11507
8308,Florida,Escambia,1,39,1_Northwest,11507
8310,Florida,Escambia,1,39,1_Northwest,11509
8311,Florida,Escambia,1,39,1_Northwest,11507
8425,Florida,Okaloosa,1,112,1_Northwest,11511
8312,Florida,Escambia,1,39,1_Northwest,11507
8490,Florida,Santa Rosa,1,137,1_Northwest,11511
8492,Florida,Santa Rosa,1,137,1_Northwest,11511
8313,Florida,Escambia,1,39,1_Northwest,11509
8494,Florida,Santa Rosa,1,137,1_Northwest,11511
8493,Florida,Santa Rosa,1,137,1_Northwest,11509
8314,Florida,Escambia,1,39,1_Northwest,11509
8315,Florida,Escambia,1,39,1_Northwest,11509
8306,Florida,Escambia,1,39,1_Northwest,11507
